Word,Neg,Pos
EVADING,-1,0
EVASION,-1,0
EVASIONS,-1,0
EVASIVE,-1,0
EVICT,-1,0
EVICTED,-1,0
EVICTING,-1,0
EVICTION,-1,0
EVICTIONS,-1,0
EVICTS,-1,0
EXACERBATE,-1,0
EXACERBATED,-1,0
EXACERBATES,-1,0
EXACERBATING,-1,0
EXACERBATION,-1,0
EXACERBATIONS,-1,0
EXAGGERATE,-1,0
EXAGGERATED,-1,0
EXAGGERATES,-1,0
EXAGGERATING,-1,0
EXAGGERATION,-1,0
EXCELLENCE,0,1
EXCELLENT,0,1
EXCELLING,0,1
EXCELS,0,1
EXCEPTIONAL,0,1
EXCEPTIONALLY,0,1
EXCESSIVE,-1,0
EXCESSIVELY,-1,0
EXCITED,0,1
EXCITEMENT,0,1
EXCITING,0,1
EXCLUSIVE,0,1
EXCLUSIVELY,0,1
EXCLUSIVENESS,0,1
EXCLUSIVES,0,1
EXCLUSIVITY,0,1
EXCULPATE,-1,0
EXCULPATED,-1,0
EXCULPATES,-1,0
EXCULPATING,-1,0
EXCULPATION,-1,0
EXCULPATIONS,-1,0
EXCULPATORY,-1,0
EXEMPLARY,0,1
EXONERATE,-1,0
EXONERATED,-1,0
EXONERATES,-1,0
EXONERATING,-1,0
EXONERATION,-1,0
EXONERATIONS,-1,0
EXPLOIT,-1,0
EXPLOITATION,-1,0
EXPLOITATIONS,-1,0
EXPLOITATIVE,-1,0
EXPLOITED,-1,0
EXPLOITING,-1,0
EXPLOITS,-1,0
EXPOSE,-1,0
EXPOSED,-1,0
EXPOSES,-1,0
EXPOSING,-1,0
EXPROPRIATE,-1,0
EXPROPRIATED,-1,0
EXPROPRIATES,-1,0
EXPROPRIATING,-1,0
EXPROPRIATION,-1,0
EXPROPRIATIONS,-1,0
EXPULSION,-1,0
EXPULSIONS,-1,0
EXTENUATING,-1,0
FAIL,-1,0
FAILED,-1,0
FAILING,-1,0
FAILINGS,-1,0
FAILS,-1,0
FAILURE,-1,0
FAILURES,-1,0
FALLOUT,-1,0
FALSE,-1,0
FALSELY,-1,0
FALSIFICATION,-1,0
FALSIFICATIONS,-1,0
FALSIFIED,-1,0
FALSIFIES,-1,0
FALSIFY,-1,0
FALSIFYING,-1,0
FALSITY,-1,0
FANTASTIC,0,1
FATALITIES,-1,0
FATALITY,-1,0
FATALLY,-1,0
FAULT,-1,0
FAULTED,-1,0
FAULTS,-1,0
FAULTY,-1,0
FAVORABLE,0,1
FAVORABLY,0,1
FAVORED,0,1
FAVORING,0,1
FAVORITE,0,1
FAVORITES,0,1
FEAR,-1,0
FEARS,-1,0
FELONIES,-1,0
FELONIOUS,-1,0
FELONY,-1,0
FICTITIOUS,-1,0
FINED,-1,0
FINES,-1,0
FIRED,-1,0
FIRING,-1,0
FLAW,-1,0
FLAWED,-1,0
FLAWS,-1,0
FORBID,-1,0
FORBIDDEN,-1,0
FORBIDDING,-1,0
FORBIDS,-1,0
FORCE,-1,0
FORCED,-1,0
FORCING,-1,0
FORECLOSE,-1,0
FORECLOSED,-1,0
FORECLOSES,-1,0
FORECLOSING,-1,0
FORECLOSURE,-1,0
FORECLOSURES,-1,0
FOREGO,-1,0
FOREGOES,-1,0
FOREGONE,-1,0
FORESTALL,-1,0
FORESTALLED,-1,0
FORESTALLING,-1,0
FORESTALLS,-1,0
FORFEIT,-1,0
FORFEITED,-1,0
FORFEITING,-1,0
FORFEITS,-1,0
FORFEITURE,-1,0
FORFEITURES,-1,0
FORGERS,-1,0
FORGERY,-1,0
FRAUD,-1,0
FRAUDS,-1,0
FRAUDULENCE,-1,0
FRAUDULENT,-1,0
FRAUDULENTLY,-1,0
FRIENDLY,0,1
FRIVOLOUS,-1,0
FRIVOLOUSLY,-1,0
FRUSTRATE,-1,0
FRUSTRATED,-1,0
FRUSTRATES,-1,0
FRUSTRATING,-1,0
FRUSTRATINGLY,-1,0
FRUSTRATION,-1,0
FRUSTRATIONS,-1,0
FUGITIVE,-1,0
FUGITIVES,-1,0
GAIN,0,1
GAINED,0,1
GAINING,0,1
GAINS,0,1
GOOD,0,1
GRATUITOUS,-1,0
GRATUITOUSLY,-1,0
GREAT,0,1
GREATER,0,1
GREATEST,0,1
GREATLY,0,1
GREATNESS,0,1
GRIEVANCE,-1,0
GRIEVANCES,-1,0
GROSSLY,-1,0
GROUNDLESS,-1,0
GUILTY,-1,0
HALT,-1,0
HALTED,-1,0
HAMPER,-1,0
HAMPERED,-1,0
HAMPERING,-1,0
HAMPERS,-1,0
HAPPIEST,0,1
HAPPILY,0,1
HAPPINESS,0,1
HAPPY,0,1
HARASS,-1,0
HARASSED,-1,0
HARASSING,-1,0
HARASSMENT,-1,0
HARDSHIP,-1,0
HARDSHIPS,-1,0
HARM,-1,0
HARMED,-1,0
HARMFUL,-1,0
HARMFULLY,-1,0
HARMING,-1,0
HARMS,-1,0
HARSH,-1,0
HARSHER,-1,0
HARSHEST,-1,0
HARSHLY,-1,0
HARSHNESS,-1,0
HAZARD,-1,0
HAZARDOUS,-1,0
HAZARDS,-1,0
HIGHEST,0,1
HINDER,-1,0
HINDERED,-1,0
HINDERING,-1,0
HINDERS,-1,0
HINDRANCE,-1,0
HINDRANCES,-1,0
HONOR,0,1
HONORABLE,0,1
HONORED,0,1
HONORING,0,1
HONORS,0,1
HOSTILE,-1,0
HOSTILITY,-1,0
HURT,-1,0
HURTING,-1,0
IDEAL,0,1
IDLE,-1,0
IDLED,-1,0
IDLING,-1,0
IGNORE,-1,0
IGNORED,-1,0
IGNORES,-1,0
IGNORING,-1,0
ILL,-1,0
ILLEGAL,-1,0
ILLEGALITIES,-1,0
ILLEGALITY,-1,0
ILLEGALLY,-1,0
ILLEGIBLE,-1,0
ILLICIT,-1,0
ILLICITLY,-1,0
ILLIQUID,-1,0
ILLIQUIDITY,-1,0
IMBALANCE,-1,0
IMBALANCES,-1,0
IMMATURE,-1,0
IMMORAL,-1,0
IMPAIR,-1,0
IMPAIRED,-1,0
IMPAIRING,-1,0
IMPAIRMENT,-1,0
IMPAIRMENTS,-1,0
IMPAIRS,-1,0
IMPASSE,-1,0
IMPASSES,-1,0
IMPEDE,-1,0
IMPEDED,-1,0
IMPEDES,-1,0
IMPEDIMENT,-1,0
IMPEDIMENTS,-1,0
IMPEDING,-1,0
IMPENDING,-1,0
IMPERATIVE,-1,0
IMPERFECTION,-1,0
IMPERFECTIONS,-1,0
IMPERIL,-1,0
IMPERMISSIBLE,-1,0
IMPLICATE,-1,0
IMPLICATED,-1,0
IMPLICATES,-1,0
IMPLICATING,-1,0
IMPOSSIBILITY,-1,0
IMPOSSIBLE,-1,0
IMPOUND,-1,0
IMPOUNDED,-1,0
IMPOUNDING,-1,0
IMPOUNDS,-1,0
IMPRACTICABLE,-1,0
IMPRACTICAL,-1,0
IMPRACTICALITIES,-1,0
IMPRACTICALITY,-1,0
IMPRESS,0,1
IMPRESSED,0,1
IMPRESSES,0,1
IMPRESSING,0,1
IMPRESSIVE,0,1
IMPRESSIVELY,0,1
IMPRISONMENT,-1,0
IMPROPER,-1,0
IMPROPERLY,-1,0
IMPROPRIETIES,-1,0
IMPROPRIETY,-1,0
IMPROVE,0,1
IMPROVED,0,1
IMPROVEMENT,0,1
IMPROVEMENTS,0,1
IMPROVES,0,1
IMPROVING,0,1
IMPRUDENT,-1,0
IMPRUDENTLY,-1,0
INABILITY,-1,0
INACCESSIBLE,-1,0
INACCURACIES,-1,0
INACCURACY,-1,0
INACCURATE,-1,0
INACCURATELY,-1,0
INACTION,-1,0
INACTIONS,-1,0
INACTIVATE,-1,0
INACTIVATED,-1,0
INACTIVATES,-1,0
INACTIVATING,-1,0
INACTIVATION,-1,0
INACTIVATIONS,-1,0
INACTIVITY,-1,0
INADEQUACIES,-1,0
INADEQUACY,-1,0
INADEQUATE,-1,0
INADEQUATELY,-1,0
INADVERTENT,-1,0
INADVERTENTLY,-1,0
INADVISABILITY,-1,0
INADVISABLE,-1,0
INAPPROPRIATE,-1,0
INAPPROPRIATELY,-1,0
INATTENTION,-1,0
INCAPABLE,-1,0
INCAPACITATED,-1,0
INCAPACITY,-1,0
INCARCERATE,-1,0
INCARCERATED,-1,0
INCARCERATES,-1,0
INCARCERATING,-1,0
INCARCERATION,-1,0
INCARCERATIONS,-1,0
INCIDENCE,-1,0
INCIDENCES,-1,0
INCIDENT,-1,0
INCIDENTS,-1,0
INCOMPATIBILITIES,-1,0
INCOMPATIBILITY,-1,0
INCOMPATIBLE,-1,0
INCOMPETENCE,-1,0
INCOMPETENCY,-1,0
INCOMPETENT,-1,0
INCOMPETENTLY,-1,0
INCOMPETENTS,-1,0
INCOMPLETE,-1,0
INCOMPLETELY,-1,0
INCOMPLETENESS,-1,0
INCONCLUSIVE,-1,0
INCONSISTENCIES,-1,0
INCONSISTENCY,-1,0
INCONSISTENT,-1,0
INCONSISTENTLY,-1,0
INCONVENIENCE,-1,0
INCONVENIENCES,-1,0
INCONVENIENT,-1,0
INCORRECT,-1,0
INCORRECTLY,-1,0
INCORRECTNESS,-1,0
INCREDIBLE,0,1
INCREDIBLY,0,1
INDECENCY,-1,0
INDECENT,-1,0
INDEFEASIBLE,-1,0
INDEFEASIBLY,-1,0
INDICT,-1,0
INDICTABLE,-1,0
INDICTED,-1,0
INDICTING,-1,0
INDICTMENT,-1,0
INDICTMENTS,-1,0
INEFFECTIVE,-1,0
INEFFECTIVELY,-1,0
INEFFECTIVENESS,-1,0
INEFFICIENCIES,-1,0
INEFFICIENCY,-1,0
INEFFICIENT,-1,0
INEFFICIENTLY,-1,0
INELIGIBILITY,-1,0
INELIGIBLE,-1,0
INEQUITABLE,-1,0
INEQUITABLY,-1,0
INEQUITIES,-1,0
INEQUITY,-1,0
INEVITABLE,-1,0
INEXPERIENCE,-1,0
INEXPERIENCED,-1,0
INFERIOR,-1,0
INFLICTED,-1,0
INFLUENTIAL,0,1
INFORMATIVE,0,1
INFRACTION,-1,0
INFRACTIONS,-1,0
INFRINGE,-1,0
INFRINGED,-1,0
INFRINGEMENT,-1,0
INFRINGEMENTS,-1,0
INFRINGES,-1,0
INFRINGING,-1,0
INGENUITY,0,1
INHIBITED,-1,0
INIMICAL,-1,0
INJUNCTION,-1,0
INJUNCTIONS,-1,0
INJURE,-1,0
INJURED,-1,0
INJURES,-1,0
INJURIES,-1,0
INJURING,-1,0
INJURIOUS,-1,0
INJURY,-1,0
INNOVATE,0,1
INNOVATED,0,1
INNOVATES,0,1
INNOVATING,0,1
INNOVATION,0,1
INNOVATIONS,0,1
INNOVATIVE,0,1
INNOVATIVENESS,0,1
INNOVATOR,0,1
INNOVATORS,0,1
INORDINATE,-1,0
INORDINATELY,-1,0
INQUIRY,-1,0
INSECURE,-1,0
INSENSITIVE,-1,0
INSIGHTFUL,0,1
INSOLVENCIES,-1,0
INSOLVENCY,-1,0
INSOLVENT,-1,0
INSPIRATION,0,1
INSPIRATIONAL,0,1
INSTABILITY,-1,0
INSUBORDINATION,-1,0
INSUFFICIENCY,-1,0
INSUFFICIENT,-1,0
INSUFFICIENTLY,-1,0
INSURRECTION,-1,0
INSURRECTIONS,-1,0
INTEGRITY,0,1
INTENTIONAL,-1,0
INTERFERE,-1,0
INTERFERED,-1,0
INTERFERENCE,-1,0
INTERFERENCES,-1,0
INTERFERES,-1,0
INTERFERING,-1,0
INTERMITTENT,-1,0
INTERMITTENTLY,-1,0
INTERRUPT,-1,0
INTERRUPTED,-1,0
INTERRUPTING,-1,0
INTERRUPTION,-1,0
INTERRUPTIONS,-1,0
INTERRUPTS,-1,0
INTIMIDATION,-1,0
INTRUSION,-1,0
INVALID,-1,0
INVALIDATE,-1,0
INVALIDATED,-1,0
INVALIDATES,-1,0
INVALIDATING,-1,0
INVALIDATION,-1,0
INVALIDITY,-1,0
INVENT,0,1
INVENTED,0,1
INVENTING,0,1
INVENTION,0,1
INVENTIONS,0,1
INVENTIVE,0,1
INVENTIVENESS,0,1
INVENTOR,0,1
INVENTORS,0,1
INVESTIGATE,-1,0
INVESTIGATED,-1,0
INVESTIGATES,-1,0
INVESTIGATING,-1,0
INVESTIGATION,-1,0
INVESTIGATIONS,-1,0
INVOLUNTARILY,-1,0
INVOLUNTARY,-1,0
IRRECONCILABLE,-1,0
IRRECONCILABLY,-1,0
IRRECOVERABLE,-1,0
IRRECOVERABLY,-1,0
IRREGULAR,-1,0
IRREGULARITIES,-1,0
IRREGULARITY,-1,0
IRREGULARLY,-1,0
IRREPARABLE,-1,0
IRREPARABLY,-1,0
IRREVERSIBLE,-1,0
JEOPARDIZE,-1,0
JEOPARDIZED,-1,0
JUSTIFIABLE,-1,0
KICKBACK,-1,0
KICKBACKS,-1,0
KNOWINGLY,-1,0
LACK,-1,0
LACKED,-1,0
LACKING,-1,0
LACKLUSTER,-1,0
LACKS,-1,0
LAG,-1,0
LAGGED,-1,0
LAGGING,-1,0
LAGS,-1,0
LAPSE,-1,0
LAPSED,-1,0
LAPSES,-1,0
LAPSING,-1,0
LATE,-1,0
LAUNDERING,-1,0
LAYOFF,-1,0
LAYOFFS,-1,0
LEADERSHIP,0,1
LEADING,0,1
LIE,-1,0
LIMITATION,-1,0
LIMITATIONS,-1,0
LINGERING,-1,0
LIQUIDATE,-1,0
LIQUIDATED,-1,0
LIQUIDATES,-1,0
LIQUIDATING,-1,0
LIQUIDATION,-1,0
LIQUIDATIONS,-1,0
LIQUIDATOR,-1,0
LIQUIDATORS,-1,0
LITIGANT,-1,0
LITIGANTS,-1,0
LITIGATE,-1,0
LITIGATED,-1,0
LITIGATES,-1,0
LITIGATING,-1,0
LITIGATION,-1,0
LITIGATIONS,-1,0
LOCKOUT,-1,0
LOCKOUTS,-1,0
LOSE,-1,0
LOSES,-1,0
LOSING,-1,0
LOSS,-1,0
LOSSES,-1,0
LOST,-1,0
LOYAL,0,1
LUCRATIVE,0,1
LYING,-1,0
MALFEASANCE,-1,0
MALFUNCTION,-1,0
MALFUNCTIONED,-1,0
MALFUNCTIONING,-1,0
MALFUNCTIONS,-1,0
MALICE,-1,0
MALICIOUS,-1,0
MALICIOUSLY,-1,0
MALPRACTICE,-1,0
MANIPULATE,-1,0
MANIPULATED,-1,0
MANIPULATES,-1,0
MANIPULATING,-1,0
MANIPULATION,-1,0
MANIPULATIONS,-1,0
MANIPULATIVE,-1,0
MARKDOWN,-1,0
MARKDOWNS,-1,0
MERITORIOUS,0,1
MISAPPLICATION,-1,0
MISAPPLICATIONS,-1,0
MISAPPLIED,-1,0
MISAPPLIES,-1,0
MISAPPLY,-1,0
MISAPPLYING,-1,0
MISAPPROPRIATE,-1,0
MISAPPROPRIATED,-1,0
MISAPPROPRIATES,-1,0
MISAPPROPRIATING,-1,0
MISAPPROPRIATION,-1,0
MISAPPROPRIATIONS,-1,0
MISBRANDED,-1,0
MISCALCULATE,-1,0
MISCALCULATED,-1,0
MISCALCULATES,-1,0
MISCALCULATING,-1,0
MISCALCULATION,-1,0
MISCALCULATIONS,-1,0
MISCHARACTERIZATION,-1,0
MISCHIEF,-1,0
MISCLASSIFICATION,-1,0
MISCLASSIFICATIONS,-1,0
MISCLASSIFIED,-1,0
MISCLASSIFY,-1,0
MISCOMMUNICATION,-1,0
MISCONDUCT,-1,0
MISDATED,-1,0
MISDEMEANOR,-1,0
MISDEMEANORS,-1,0
MISDIRECTED,-1,0
MISHANDLE,-1,0
MISHANDLED,-1,0
MISHANDLES,-1,0
MISHANDLING,-1,0
MISINFORM,-1,0
MISINFORMATION,-1,0
MISINFORMED,-1,0
MISINFORMING,-1,0
MISINFORMS,-1,0
MISINTERPRET,-1,0
MISINTERPRETATION,-1,0
MISINTERPRETATIONS,-1,0
MISINTERPRETED,-1,0
MISINTERPRETING,-1,0
MISINTERPRETS,-1,0
MISJUDGE,-1,0
MISJUDGED,-1,0
MISJUDGES,-1,0
MISJUDGING,-1,0
MISJUDGMENT,-1,0
MISJUDGMENTS,-1,0
MISLABEL,-1,0
MISLABELED,-1,0
MISLABELING,-1,0
MISLABELLED,-1,0
MISLABELS,-1,0
MISLEAD,-1,0
MISLEADING,-1,0
MISLEADINGLY,-1,0
MISLEADS,-1,0
MISLED,-1,0
MISMANAGE,-1,0
MISMANAGED,-1,0
MISMANAGEMENT,-1,0
MISMANAGES,-1,0
MISMANAGING,-1,0
MISMATCH,-1,0
MISMATCHED,-1,0
MISMATCHES,-1,0
MISMATCHING,-1,0
MISPLACED,-1,0
MISPRICE,-1,0
MISPRICING,-1,0
MISPRICINGS,-1,0
MISREPRESENT,-1,0
MISREPRESENTATION,-1,0
MISREPRESENTATIONS,-1,0
MISREPRESENTED,-1,0
MISREPRESENTING,-1,0
MISREPRESENTS,-1,0
MISS,-1,0
MISSED,-1,0
MISSES,-1,0
MISSTATE,-1,0
MISSTATED,-1,0
MISSTATEMENT,-1,0
MISSTATEMENTS,-1,0
MISSTATES,-1,0
MISSTATING,-1,0
MISSTEP,-1,0
MISSTEPS,-1,0
MISTAKE,-1,0
MISTAKEN,-1,0
MISTAKENLY,-1,0
MISTAKES,-1,0
MISTAKING,-1,0
MISTRIAL,-1,0
MISTRIALS,-1,0
MISUNDERSTAND,-1,0
MISUNDERSTANDING,-1,0
MISUNDERSTANDINGS,-1,0
MISUNDERSTOOD,-1,0
MISUSE,-1,0
MISUSED,-1,0
MISUSES,-1,0
MISUSING,-1,0
MONOPOLISTIC,-1,0
MONOPOLISTS,-1,0
MONOPOLIZATION,-1,0
MONOPOLIZE,-1,0
MONOPOLIZED,-1,0
MONOPOLIZES,-1,0
MONOPOLIZING,-1,0
MONOPOLY,-1,0
MORATORIA,-1,0
MORATORIUM,-1,0
MORATORIUMS,-1,0
MOTHBALLED,-1,0
MOTHBALLING,-1,0
NEGATIVE,-1,0
NEGATIVELY,-1,0
NEGATIVES,-1,0
NEGLECT,-1,0
NEGLECTED,-1,0
NEGLECTFUL,-1,0
NEGLECTING,-1,0
NEGLECTS,-1,0
NEGLIGENCE,-1,0
NEGLIGENCES,-1,0
NEGLIGENT,-1,0
NEGLIGENTLY,-1,0
NONATTAINMENT,-1,0
NONCOMPETITIVE,-1,0
NONCOMPLIANCE,-1,0
NONCOMPLIANCES,-1,0
NONCOMPLIANT,-1,0
NONCOMPLYING,-1,0
NONCONFORMING,-1,0
NONCONFORMITIES,-1,0
NONCONFORMITY,-1,0
NONDISCLOSURE,-1,0
NONFUNCTIONAL,-1,0
NONPAYMENT,-1,0
NONPAYMENTS,-1,0
NONPERFORMANCE,-1,0
NONPERFORMANCES,-1,0
NONPERFORMING,-1,0
NONPRODUCING,-1,0
NONPRODUCTIVE,-1,0
NONRECOVERABLE,-1,0
NONRENEWAL,-1,0
NUISANCE,-1,0
NUISANCES,-1,0
NULLIFICATION,-1,0
NULLIFICATIONS,-1,0
NULLIFIED,-1,0
NULLIFIES,-1,0
NULLIFY,-1,0
NULLIFYING,-1,0
OBJECTED,-1,0
OBJECTING,-1,0
OBJECTION,-1,0
OBJECTIONABLE,-1,0
OBJECTIONABLY,-1,0
OBJECTIONS,-1,0
OBSCENE,-1,0
OBSCENITY,-1,0
OBSOLESCENCE,-1,0
OBSOLETE,-1,0
OBSTACLE,-1,0
OBSTACLES,-1,0
OBSTRUCT,-1,0
OBSTRUCTED,-1,0
OBSTRUCTING,-1,0
OBSTRUCTION,-1,0
OBSTRUCTIONS,-1,0
OFFENCE,-1,0
OFFENCES,-1,0
OFFEND,-1,0
OFFENDED,-1,0
OFFENDER,-1,0
OFFENDERS,-1,0
OFFENDING,-1,0
OFFENDS,-1,0
OMISSION,-1,0
OMISSIONS,-1,0
OMIT,-1,0
OMITS,-1,0
OMITTED,-1,0
OMITTING,-1,0
ONEROUS,-1,0
OPPORTUNISTIC,-1,0
OPPORTUNISTICALLY,-1,0
OPPORTUNITIES,0,1
OPPORTUNITY,0,1
OPPOSE,-1,0
OPPOSED,-1,0
OPPOSES,-1,0
OPPOSING,-1,0
OPPOSITION,-1,0
OPPOSITIONS,-1,0
OPTIMISTIC,0,1
OUTAGE,-1,0
OUTAGES,-1,0
OUTDATED,-1,0
OUTMODED,-1,0
OUTPERFORM,0,1
OUTPERFORMED,0,1
OUTPERFORMING,0,1
OUTPERFORMS,0,1
OVERAGE,-1,0
OVERAGES,-1,0
OVERBUILD,-1,0
OVERBUILDING,-1,0
OVERBUILDS,-1,0
OVERBUILT,-1,0
OVERBURDEN,-1,0
OVERBURDENED,-1,0
OVERBURDENING,-1,0
OVERCAPACITIES,-1,0
OVERCAPACITY,-1,0
OVERCHARGE,-1,0
OVERCHARGED,-1,0
OVERCHARGES,-1,0
OVERCHARGING,-1,0
OVERCOME,-1,0
OVERCOMES,-1,0
OVERCOMING,-1,0
OVERDUE,-1,0
OVERESTIMATE,-1,0
OVERESTIMATED,-1,0
OVERESTIMATES,-1,0
OVERESTIMATING,-1,0
OVERESTIMATION,-1,0
OVERESTIMATIONS,-1,0
OVERLOAD,-1,0
OVERLOADED,-1,0
OVERLOADING,-1,0
OVERLOADS,-1,0
OVERLOOK,-1,0
OVERLOOKED,-1,0
OVERLOOKING,-1,0
OVERLOOKS,-1,0
OVERPAID,-1,0
OVERPAYMENT,-1,0
OVERPAYMENTS,-1,0
OVERPRODUCED,-1,0
OVERPRODUCES,-1,0
OVERPRODUCING,-1,0
OVERPRODUCTION,-1,0
OVERRUN,-1,0
OVERRUNNING,-1,0
OVERRUNS,-1,0
OVERSHADOW,-1,0
OVERSHADOWED,-1,0
OVERSHADOWING,-1,0
OVERSHADOWS,-1,0
OVERSTATE,-1,0
OVERSTATED,-1,0
OVERSTATEMENT,-1,0
OVERSTATEMENTS,-1,0
OVERSTATES,-1,0
OVERSTATING,-1,0
OVERSUPPLIED,-1,0
OVERSUPPLIES,-1,0
OVERSUPPLY,-1,0
OVERSUPPLYING,-1,0
OVERTLY,-1,0
OVERTURN,-1,0
OVERTURNED,-1,0
OVERTURNING,-1,0
OVERTURNS,-1,0
OVERVALUE,-1,0
OVERVALUED,-1,0
OVERVALUING,-1,0
PANIC,-1,0
PANICS,-1,0
PENALIZE,-1,0
PENALIZED,-1,0
PENALIZES,-1,0
PENALIZING,-1,0
PENALTIES,-1,0
PENALTY,-1,0
PERFECT,0,1
PERFECTED,0,1
PERFECTLY,0,1
PERFECTS,0,1
PERIL,-1,0
PERILS,-1,0
PERJURY,-1,0
PERPETRATE,-1,0
PERPETRATED,-1,0
PERPETRATES,-1,0
PERPETRATING,-1,0
PERPETRATION,-1,0
PERSIST,-1,0
PERSISTED,-1,0
PERSISTENCE,-1,0
PERSISTENT,-1,0
PERSISTENTLY,-1,0
PERSISTING,-1,0
PERSISTS,-1,0
PERVASIVE,-1,0
PERVASIVELY,-1,0
PERVASIVENESS,-1,0
PETTY,-1,0
PICKET,-1,0
PICKETED,-1,0
PICKETING,-1,0
PLAINTIFF,-1,0
PLAINTIFFS,-1,0
PLEA,-1,0
PLEAD,-1,0
PLEADED,-1,0
PLEADING,-1,0
PLEADINGS,-1,0
PLEADS,-1,0
PLEAS,-1,0
PLEASANT,0,1
PLEASANTLY,0,1
PLEASED,0,1
PLEASURE,0,1
PLED,-1,0
PLENTIFUL,0,1
POOR,-1,0
POORLY,-1,0
POPULAR,0,1
POPULARITY,0,1
POSES,-1,0
POSING,-1,0
POSITIVE,0,1
POSITIVELY,0,1
POSTPONE,-1,0
POSTPONED,-1,0
POSTPONEMENT,-1,0
POSTPONEMENTS,-1,0
POSTPONES,-1,0
POSTPONING,-1,0
PRECIPITATED,-1,0
PRECIPITOUS,-1,0
PRECIPITOUSLY,-1,0
PRECLUDE,-1,0
PRECLUDED,-1,0
PRECLUDES,-1,0
PRECLUDING,-1,0
PREDATORY,-1,0
PREEMINENCE,0,1
PREEMINENT,0,1
PREJUDICE,-1,0
PREJUDICED,-1,0
PREJUDICES,-1,0
PREJUDICIAL,-1,0
PREJUDICING,-1,0
PREMATURE,-1,0
PREMATURELY,-1,0
PREMIER,0,1
PREMIERE,0,1
PRESSING,-1,0
PRESTIGE,0,1
PRESTIGIOUS,0,1
PRETRIAL,-1,0
PREVENTING,-1,0
PREVENTION,-1,0
PREVENTS,-1,0
PROACTIVE,0,1
PROACTIVELY,0,1
PROBLEM,-1,0
PROBLEMATIC,-1,0
PROBLEMATICAL,-1,0
PROBLEMS,-1,0
PROFICIENCY,0,1
PROFICIENT,0,1
PROFICIENTLY,0,1
PROFITABILITY,0,1
PROFITABLE,0,1
PROFITABLY,0,1
PROGRESS,0,1
PROGRESSED,0,1
PROGRESSES,0,1
PROGRESSING,0,1
PROLONG,-1,0
PROLONGATION,-1,0
PROLONGATIONS,-1,0
PROLONGED,-1,0
PROLONGING,-1,0
PROLONGS,-1,0
PRONE,-1,0
PROSECUTE,-1,0
PROSECUTED,-1,0
PROSECUTES,-1,0
PROSECUTING,-1,0
PROSECUTION,-1,0
PROSECUTIONS,-1,0
PROSPERED,0,1
PROSPERING,0,1
PROSPERITY,0,1
PROSPEROUS,0,1
PROSPERS,0,1
PROTEST,-1,0
PROTESTED,-1,0
PROTESTER,-1,0
PROTESTERS,-1,0
PROTESTING,-1,0
PROTESTOR,-1,0
PROTESTORS,-1,0
PROTESTS,-1,0
PROTRACTED,-1,0
PROTRACTION,-1,0
PROVOKE,-1,0
PROVOKED,-1,0
PROVOKES,-1,0
PROVOKING,-1,0
PUNISHED,-1,0
PUNISHES,-1,0
PUNISHING,-1,0
PUNISHMENT,-1,0
PUNISHMENTS,-1,0
PUNITIVE,-1,0
PURPORT,-1,0
PURPORTED,-1,0
PURPORTEDLY,-1,0
PURPORTING,-1,0
PURPORTS,-1,0
QUESTION,-1,0
QUESTIONABLE,-1,0
QUESTIONABLY,-1,0
QUESTIONED,-1,0
QUESTIONING,-1,0
QUESTIONS,-1,0
QUIT,-1,0
QUITTING,-1,0
RACKETEER,-1,0
RACKETEERING,-1,0
RATIONALIZATION,-1,0
RATIONALIZATIONS,-1,0
RATIONALIZE,-1,0
RATIONALIZED,-1,0
RATIONALIZES,-1,0
RATIONALIZING,-1,0
REASSESSMENT,-1,0
REASSESSMENTS,-1,0
REASSIGN,-1,0
REASSIGNED,-1,0
REASSIGNING,-1,0
REASSIGNMENT,-1,0
REASSIGNMENTS,-1,0
REASSIGNS,-1,0
REBOUND,0,1
REBOUNDED,0,1
REBOUNDING,0,1
RECALL,-1,0
RECALLED,-1,0
RECALLING,-1,0
RECALLS,-1,0
RECEPTIVE,0,1
RECESSION,-1,0
RECESSIONARY,-1,0
RECESSIONS,-1,0
RECKLESS,-1,0
RECKLESSLY,-1,0
RECKLESSNESS,-1,0
REDACT,-1,0
REDACTED,-1,0
REDACTING,-1,0
REDACTION,-1,0
REDACTIONS,-1,0
REDEFAULT,-1,0
REDEFAULTED,-1,0
REDEFAULTS,-1,0
REDRESS,-1,0
REDRESSED,-1,0
REDRESSES,-1,0
REDRESSING,-1,0
REFUSAL,-1,0
REFUSALS,-1,0
REFUSE,-1,0
REFUSED,-1,0
REFUSES,-1,0
REFUSING,-1,0
REGAIN,0,1
REGAINED,0,1
REGAINING,0,1
REJECT,-1,0
REJECTED,-1,0
REJECTING,-1,0
REJECTION,-1,0
REJECTIONS,-1,0
REJECTS,-1,0
RELINQUISH,-1,0
RELINQUISHED,-1,0
RELINQUISHES,-1,0
RELINQUISHING,-1,0
RELINQUISHMENT,-1,0
RELINQUISHMENTS,-1,0
RELUCTANCE,-1,0
RELUCTANT,-1,0
RENEGOTIATE,-1,0
RENEGOTIATED,-1,0
RENEGOTIATES,-1,0
RENEGOTIATING,-1,0
RENEGOTIATION,-1,0
RENEGOTIATIONS,-1,0
RENOUNCE,-1,0
RENOUNCED,-1,0
RENOUNCEMENT,-1,0
RENOUNCEMENTS,-1,0
RENOUNCES,-1,0
RENOUNCING,-1,0
